date,new_onsets_lower_90,new_onsets_lower_60,new_onsets_lower_30,new_onsets_upper_30,new_onsets_upper_60,new_onsets_upper_90,cumulative_onsets_lower_90,cumulative_onsets_lower_60,cumulative_onsets_lower_30,cumulative_onsets_upper_30,cumulative_onsets_upper_60,cumulative_onsets_upper_90
2026-02-23,3.2538170810277445e-10,5.65927347134238e-7,5.5713484221449375e-6,9.995330021598351e-5,0.0003525260225000198,0.0018333866802999253,3.2538170810277445e-10,5.65927347134238e-7,5.5713484221449375e-6,9.995330021598351e-5,0.0003525260225000198,0.0018333866802999253
2026-02-24,2.2226098466764507e-5,0.000678908253032874,0.0019907217934293855,0.009227864533070538,0.0175238136680568,0.04528707330946303,2.2226962634353276e-5,0.0006792169906839781,0.0020002048159628778,0.009325234692805214,0.017851098496989418,0.046912414905157886
2026-02-25,0.0020101110550832186,0.012670565128469067,0.024037128716418624,0.06069699846411056,0.09529232736176557,0.1877571978176294,0.0020255308343008665,0.013388171444061832,0.026472193880600327,0.07060894805896248,0.11558354493173942,0.23647384011005215
2026-02-26,0.02012505935758943,0.05440127430262574,0.08669474921329189,0.16473686509671903,0.23232715661340736,0.40757064672922055,0.022866153647060104,0.06922305592337266,0.1142436592564102,0.23615175872110683,0.34520623797157346,0.629922109613864
2026-02-27,0.06911049903249426,0.1282134724785147,0.1774880271747344,0.30076715203397,0.40274082036867076,0.6420890539990638,0.09475227118536934,0.19975209440916786,0.2980258350016321,0.5351326949896967,0.743280724407602,1.278583082783167
2026-02-28,0.12928488907527322,0.21182230830820126,0.2788001695620216,0.4444525224425606,0.5770825795593123,0.8970369156599074,0.23789536258846775,0.42263956206235714,0.5777056393821385,0.9793495452886872,1.3112029861356844,2.1524967662146923
2026-03-01,0.18358715030793196,0.28400262581243063,0.3709150469879189,0.5768117850546484,0.748940224033405,1.1516358611108912,0.43313004137257544,0.7163901740178424,0.9590775862569891,1.5568346970484392,2.054312404379843,3.2521469598799575
2026-03-02,0.22806468325572685,0.3461490534124919,0.4494804523606526,0.6887981056969945,0.885085143149051,1.3757586514693911,0.6711050716330841,1.08789966936713,1.4238824854502514,2.257742582240727,2.9358632583663105,4.570726395710559
2026-03-03,0.2657732018969038,0.40044324797341846,0.5131593250480658,0.7850626474633627,1.0066895261488134,1.554601076742459,0.9446972060416619,1.4830506428232693,1.9375427688295443,3.035648158220967,3.9559979020964664,6.121123340341693
2026-03-04,0.29610952316027533,0.4439795064142216,0.5664695710557446,0.8675567656218821,1.1020249304797727,1.7032648710887595,1.248597058303468,1.9495045193816964,2.5227951227000527,3.9145346872327274,5.081109507058976,7.780707137336888
2026-03-05,0.319999061881716,0.4802844916552415,0.6173226909884054,0.9386823176358028,1.1851718429387068,1.8305549828909746,1.5578129705850219,2.4147842373400845,3.136827291475824,4.837881274780928,6.273224287902521,9.594270850652467
2026-03-06,0.34002524876959966,0.5127846092990543,0.6566433284054904,0.9992338162881857,1.2604236652974554,1.9460908810030184,1.905556755987268,2.932573897797325,3.817011639837827,5.830495293178515,7.52380758788267,11.593035013242037
2026-03-07,0.3612383950837796,0.5407472330866505,0.6935280368084337,1.055212303471761,1.3290427338912782,2.054914699644852,2.2581453113445025,3.4806022091273743,4.508969725833208,6.8813161495780015,8.856844427960485,13.716742673864674
2026-03-08,0.38102882880016803,0.5699075586572503,0.7268397828923411,1.1057325124681623,1.3961981288863816,2.1559077674446296,2.652407808558252,4.056205565019827,5.237585090535984,7.975355761187798,10.252822472497332,15.938621320034397
2026-03-09,0.3993968412695991,0.5973840023606243,0.7618839720204147,1.1584625772986628,1.4624535124707214,2.254396005322164,3.063515888699889,4.6500427462566405,5.987279423501106,9.143179059428672,11.717228251413633,18.135426791677347
2026-03-10,0.4177936171871204,0.6268633076518585,0.7970735408851413,1.2091748898741939,1.5269640910321804,2.3499509635442783,3.4632065992531187,5.2931779825135274,6.7827439420496205,10.370559078262346,13.2207250289321,20.371117284229115
2026-03-11,0.4380584724495686,0.6517194612333874,0.8297413287982562,1.255819918692052,1.588775327706878,2.4310846160794557,3.920688118479564,5.95738860086736,7.600327613362438,11.598171136679277,14.776422404304274,22.728753063290906
2026-03-12,0.45523893654830605,0.6792679686870166,0.863869794560474,1.3019905005924706,1.6485930887698113,2.522910068283104,4.403602594372729,6.645284138909161,8.481448986371618,12.927602386171277,16.43686775442195,25.284144201307328
2026-03-13,0.47553759594605144,0.7052367401385299,0.8990347923836395,1.3518924503136074,1.710031015370634,2.6110691148981093,4.88951992411692,7.3679799165860045,9.37684755803989,14.26882687941617,18.12879651049316,27.93295545895395
2026-03-14,0.49643037999663553,0.7330682543783407,0.9360063875935805,1.4034452544508316,1.7676793500371417,2.6946886110357884,5.397603187598565,8.089011323211137,10.315519555114195,15.66742582768649,19.896495831383625,30.628290992932644
2026-03-15,0.5197858699491613,0.7645860234819396,0.9753126543530616,1.4641571611792004,1.8259260212102888,2.7974557333146826,5.9224400378232485,8.868701279064762,11.290602100699681,17.141748959285767,21.66885116625061,33.40239676655026
2026-03-16,0.541263648248348,0.7953968108793813,1.0156006086947784,1.5191648196294452,1.8939954072677438,2.8999873255811974,6.454426029277729,9.677147200318078,12.316330325371718,18.67135185196043,23.61849775334884,36.14749257158262
2026-03-17,0.565020302425613,0.8306166373431718,1.057928065063693,1.5758616341876928,1.9603622034988903,3.0040289447658193,7.018005711375002,10.507426820684941,13.362337391527252,20.20131063519782,25.60800392150111,39.05586836239757
2026-03-18,0.5890304333767191,0.8655660073786012,1.098916754371047,1.6332015523462124,2.0362799350682446,3.1026127168222692,7.629895875016957,11.35600092895655,14.425407683389231,21.813373084985436,27.646347917414996,42.15268552336424
2026-03-19,0.6146666898312084,0.8984993888565473,1.1422598467922467,1.6950916644947578,2.1165115255544253,3.2094805650613716,8.240578077339768,12.238434437115362,15.589704047848404,23.469555990124682,29.804434466095902,45.41187573565309
2026-03-20,0.6404875244203825,0.9355592849669571,1.1901019360376894,1.7613201521459259,2.1900018283864306,3.3176120054799965,8.876003820410787,13.189356402676196,16.78184015427197,25.254843248157332,32.004955029430164,48.65222554964058
2026-03-21,0.6642361347819647,0.9743297352604348,1.2380027309317823,1.8304610955037333,2.282113738383657,3.4312101125436767,9.582974214889525,14.15890068843801,18.00552770841299,27.08929231712077,34.24858640016286,52.04847600776664
2026-03-22,0.6901082474095301,1.0121013857325736,1.2858493594161782,1.8986367596826752,2.3719290531688926,3.5587987484841377,10.278575897937383,15.205474684955108,19.257372638126938,29.023959812678484,36.60134047434135,55.5897449655244
2026-03-23,0.7180174547024709,1.053959712741971,1.3370871050940452,1.9698031537150034,2.4573403206486817,3.686069380454342,10.993474210217812,16.23718176670351,20.625724923987995,31.00364235758198,39.01015890656046,59.359215688900974
2026-03-24,0.7487904588488212,1.0977817490403652,1.3900321977882228,2.0407776248926974,2.5560132968159035,3.804774773731249,11.712837990068866,17.33799525918727,22.077164552298772,33.08987566590396,41.52404588037089,63.51121860515096
2026-03-25,0.781047938221919,1.1410049518655447,1.4442451958244575,2.1175109305925237,2.64890958369695,3.9454299859619844,12.46712322507721,18.449312299594993,23.548091234449828,35.18843374727446,44.113816482609906,67.53146044014721
2026-03-26,0.8137613321376903,1.182782116228895,1.497656138241942,2.198572955669785,2.7422135303656847,4.087947197789143,13.300258422206955,19.643926139761934,25.075024200930514,37.30628207332966,46.754970296689976,71.52054744945926
2026-03-27,0.8479298219340958,1.2299367788550406,1.5589126643651376,2.279430735823828,2.839873592952145,4.226800965730435,14.16845247368915,20.874777548073816,26.708825098462437,39.544152873254475,49.627507586454286,75.76027538071297
2026-03-28,0.8853139686914475,1.2801182872733654,1.6197094006922366,2.368987756061673,2.94781398661402,4.360710814044627,15.059857512445076,22.14883866186675,28.326557716249326,41.94474562697381,52.51367362281049,80.01577266323578
2026-03-29,0.9245355458342421,1.3260277625107988,1.6855839315923866,2.4509505569000565,3.049692215399236,4.523226502538794,16.00537223409788,23.580985685592083,30.0728591269023,44.39227390938894,55.56611628916808,84.3592572398143
2026-03-30,0.960034793502985,1.3878078869661947,1.7509628592834425,2.547184931309297,3.159660075920458,4.6975765675081895,17.005487989665216,25.005434307494692,31.82907321011872,46.961730298057745,58.75748404817042,88.92307427553659
2026-03-31,0.9972455314003853,1.4404949610710622,1.814292686444042,2.648426348810826,3.279211813031204,4.880100058088541,18.023105840967563,26.47931008191255,33.67750324442257,49.60617481376028,62.030878987300525,93.61060517270136
2026-04-01,1.0400668753250641,1.5010129651220148,1.8850119677799544,2.75134211625252,3.3942205558611223,5.0544802303419845,19.054987376588684,28.007236201223904,35.57285249251964,52.44828391353168,65.54734423627755,98.65017772100462
2026-04-02,1.0837541616902315,1.5641948635155287,1.9598548706934589,2.8575538587772105,3.526010744655321,5.237313561861001,20.113881810213293,29.568136723900935,37.53856758557544,55.245752599057546,69.07910098374924,103.90538713322498
2026-04-03,1.1259263813665228,1.6289510620910974,2.038380847139675,2.9705951873502823,3.6629041207060196,5.449242087892133,21.18443539393771,31.104338922620578,39.52723508272966,58.254484545656354,72.92867325512366,109.6893553944752
2026-04-04,1.1698403558637744,1.6933734788789443,2.117966045257573,3.079272202329218,3.802540238656597,5.627370791260712,22.364385610079648,32.795048527610426,41.60665247867479,61.4115451836816,76.83501243706218,115.67441429252938
2026-04-05,1.2175136776877962,1.7667595280083475,2.1987151779393352,3.2028537905364622,3.953609481026666,5.831894681040297,23.577490520559,34.59694900066707,43.75697866751529,64.66996564012655,80.81165877453142,121.22043528323374
2026-04-06,1.2647489704185078,1.8363106175055803,2.2880315977493177,3.3274993296494495,4.094401861508337,6.03826405317858,24.882254519838494,36.434930129410965,46.161806317728065,68.04286355912443,85.04142365747816,127.24056314154733
2026-04-07,1.3151932428158675,1.9150417498692534,2.3750546591657637,3.4558559669174826,4.245110959645044,6.254803762297236,26.197432276612798,38.311812762695375,48.61748425268256,71.36273347338155,89.35980698224229,133.10507702054684
2026-04-08,1.3675031326134734,1.9868808461972962,2.4663628918218543,3.583586536596152,4.415015080480657,6.464286467588532,27.60868605375334,40.246266642036765,51.090583491470476,74.8190868969244,93.74315794130501,139.43214916990712
2026-04-09,1.4212654273804217,2.0632876381583727,2.5628663487472556,3.731907643972294,4.601021040961357,6.72010837709111,28.981341731948188,42.290324088653165,53.672280393378045,78.52024882268277,98.24105769674773,146.45417172601327
2026-04-10,1.4759493104734114,2.151944431580327,2.6637335964172664,3.8756021384146195,4.789888126059089,6.954884817416881,30.461117689273397,44.435853295759344,56.27661782081559,82.56835127934296,103.14743637604421,153.2186999741793
2026-04-11,1.5381271702283303,2.2377321415811506,2.762848238622971,4.026326025920972,4.975325189045535,7.231059766865761,32.147169939709606,46.720141172263055,59.143719741020305,86.4353741030828,107.97338439529855,160.11312990586052
2026-04-12,1.593876896372659,2.330941343253363,2.8641864357882443,4.170573012095261,5.144177900712634,7.519678259444989,33.87991409454183,48.962435316122125,61.87881486773461,90.6593275361538,112.88920565837546,167.44897450797077
2026-04-13,1.655129018178637,2.4402730585991734,2.9762571071546233,4.327266689803097,5.369608625475815,7.736430136822485,35.582618704034765,51.21375827746753,65.07026667005616,94.97504418840448,118.13014091536459,174.8894849430098
2026-04-14,1.73286292283746,2.5356568285529715,3.1087369005046894,4.49916344438813,5.5757574179665115,8.070873312016596,37.484385425302804,53.97891770971748,68.18271169022654,99.46791402359248,123.59127294755794,182.59670896519017
2026-04-15,1.8220825732813095,2.64379321689738,3.247695914014109,4.683273103957882,5.815260173126018,8.351365049216701,39.310022219783576,56.76864327365997,71.35972972627184,104.20609916448348,129.19671467983068,190.62605265984453
2026-04-16,1.9135134408522212,2.7700228619863183,3.3978181343019997,4.8864718924884905,6.051976746627036,8.681589127451506,41.19773004765739,59.707240961374865,74.6484548708034,109.03660858352973,135.12328876934285,198.68068180701016
2026-04-17,2.0063674741007165,2.9157460456385893,3.561131323897822,5.112716744926547,6.303155467277122,9.006210326239005,43.295974792806355,62.67330370180067,78.08889989611693,114.26789731973986,141.02655876567422,207.23130640792326
2026-04-18,2.1208058052429064,3.078505668753303,3.7399472686121817,5.370722439854715,6.587664737136982,9.418098043230088,45.56449568937539,66.02315128109159,81.8840263751427,119.91116112080897,147.38863542855137,217.16742389244723
2026-04-19,2.2429813172936997,3.2385665999754027,3.942554033293904,5.665510034017392,6.908758965641437,9.894407796112201,47.86968078245581,69.31642756037272,85.80144664093865,125.55457145444555,154.86896512156358,229.0309855321355
2026-04-20,2.3833876568560686,3.4109321760917597,4.152170265967639,5.940567415785089,7.283722933612052,10.348570429737482,50.251654197730026,72.7466897152677,90.15243546754391,131.41952492772342,162.57962465500438,240.65116372358213
2026-04-21,2.529579135601473,3.594453714958232,4.382095196533806,6.266902710752971,7.643411869097162,10.841462758671554,52.89356987544076,76.4054850902292,94.69629108976235,137.75922163669532,169.7239411242418,251.0818625682945
2026-04-22,2.7147918809275136,3.7920284295328655,4.631262851666669,6.599910508008426,8.050886340120957,11.309800532940223,55.23848504129805,80.26426633298867,99.40935074023963,144.47923312203875,178.06947909227665,260.0907610069991
2026-04-23,2.897500867363475,4.020551577525589,4.899592653212437,6.931819516636224,8.493155930840391,11.92951492583545,58.05821747581848,84.40812945774515,104.16791627364162,151.29696634888862,186.1526061185192,271.74197827146673
2026-04-24,3.0906019208177424,4.262926513094612,5.175636102085246,7.313607809773953,8.979562931717334,12.470590242835037,61.220057711683985,88.64463932600732,109.54261909900853,158.3693973521518,195.280501144746,284.80133088146994
2026-04-25,3.30095429195022,4.553830689073399,5.492480726247242,7.730269782111985,9.485037014435795,13.180074171636551,64.72256838788626,93.52783605283176,114.90740684594971,166.59139655300424,204.7653506878886,297.495392883735
2026-04-26,3.510880404387297,4.828826854180943,5.831512320736827,8.20777805269359,10.02707874830855,13.898312304960404,68.56340424993793,98.47540791026418,121.08507755341402,175.19639299613158,214.91696795863967,310.4213232378753
2026-04-27,3.7677280872678076,5.144971767101916,6.177963933720202,8.707955101863622,10.570693453902908,14.684812972001307,72.21236711195111,103.81653285361554,127.08535307660999,184.21059342802968,224.99748230009797,323.5861652484199
2026-04-28,4.043758612643327,5.482140884265812,6.600919130313943,9.253142497260573,11.153759667076411,15.613246285540527,76.33757278736653,109.3523437133493,134.3671634327244,193.39467783803292,235.3234241355025,337.402125222175
2026-04-29,4.315582464195907,5.87404354419966,7.026444116169703,9.800431536466219,11.807180760380259,16.515797194547954,81.01879933207968,115.10010427672474,141.97850787578656,203.21827621945343,246.27939360525272,353.5515190866518
2026-04-30,4.557107635464699,6.284822635402474,7.495089498490299,10.442820807813709,12.53745013780199,17.50824727804911,86.51353360715335,121.2391254770889,149.32316591359245,213.52433145995207,258.48089843120715,369.973370060396
2026-05-01,4.944216295041317,6.737364743542864,7.989770013549598,11.136701120200547,13.404964235229217,18.606002429750866,91.90208840419811,128.4773614164921,157.50496294949255,224.31370569706627,271.9575675047412,387.8748377121235
2026-05-02,5.333508609966113,7.193217038749398,8.514003599311302,11.82277169471029,14.277560661546625,19.821470444330675,97.59985204539821,135.497803100811,166.14115242623757,236.77222013615142,287.14650833245975,406.3414976900027
2026-05-03,5.735196918494467,7.695363413237703,9.104624393670555,12.638547848929631,15.276908941479565,21.10743464849098,103.34410384261493,143.09184584940624,175.58444642374715,249.15270993182213,303.43470008286613,424.8960452021864
2026-05-04,6.122451966480091,8.276791109729425,9.772257910012604,13.50969238827066,16.404255916351804,22.541740042188067,110.6481457015435,151.55199530373972,185.54728876133146,262.99516208698185,320.022743867047,447.004860903115
2026-05-05,6.6596750411138546,8.883295212550184,10.502061177326855,14.430513400205198,17.561553732023423,24.179824625380064,117.62255702290204,160.58537191296713,196.82093974192597,277.5075479927259,337.7984157144974,473.48025485813486
2026-05-06,7.119455603336809,9.554733249614504,11.269734028781386,15.40915839508429,18.850087055014942,26.068910574361162,125.30515695558118,170.08998851777724,208.36758742498637,292.856181012888,356.03577615011807,497.6427216794917
2026-05-07,7.657741979720026,10.316647872135274,12.083010852337752,16.518589789404853,20.15562999611947,28.055986494426527,133.03697040017184,180.85195344070112,220.64196443549986,309.4105903588585,375.65459278206197,523.9953805231611
2026-05-08,8.217854924775962,11.054794007910733,12.979749036154839,17.776573025546433,21.934587558816133,30.46905142272533,141.69519568636198,192.57103085470288,234.01079857226662,327.4632356927058,397.2875936529491,551.407059520119
2026-05-09,8.860270296133672,11.858383638125497,13.990480990980238,19.02977350256363,23.57783643895423,33.005481124840195,152.05018560999247,204.81295948624438,248.17381089919198,346.7083638216926,420.4521449992092,579.9096998172959
2026-05-10,9.568131724891918,12.713372598327437,15.105476238263684,20.520550843447076,25.52017375481545,35.624446886417985,163.07540602455592,217.73897036892032,264.0956301813045,366.8687944905255,445.20299767533436,613.3258140916728
2026-05-11,10.297063775842611,13.686579027893378,16.304950417843042,22.23366955508022,27.71142934713821,38.658269138196594,172.33245151050318,232.4160475835448,280.61042696931764,389.0325145589789,472.84877140000555,650.4634633482875
2026-05-12,11.132934943626044,14.733823740992118,17.540700233471444,23.968743522024248,29.906827670918712,42.05998583987682,185.0020406514134,248.49468746842626,298.13224996434457,414.4137788884617,503.63012566560997,687.591988717246
2026-05-13,11.951787775073374,15.840789533463953,18.889256686173365,25.88417464142541,32.36320271582829,45.752091374933,199.40275002407688,265.527863040816,317.9811035556735,441.2125001613166,534.0364186063238,730.0627674892843
2026-05-14,12.81307856681036,17.177290351176964,20.274979353717406,28.061097097494958,35.146361851782515,49.68491618790493,212.39532126587926,283.1550384569325,339.60357223411853,469.55516326853467,565.909456185543,778.4134667134546
2026-05-15,13.799653535796923,18.476604324846175,21.868701847166133,30.325735256088826,38.07862778725812,53.98042618288957,227.65325266397588,302.8485844478356,362.4331657964375,498.0471259494435,605.8475610421342,827.9896185242237
2026-05-16,14.779703799297074,19.926275639344567,23.667622019300893,33.00172193174046,41.44240001658475,59.433950144061235,244.22274167846362,324.4359327490035,386.29187745256775,531.3343648606549,645.7196291974817,881.672270094334
2026-05-17,16.100638525010147,21.473299181626828,25.578514442252057,35.896363020096075,45.21038388606676,65.08573006909634,263.20498474839326,348.5602565189964,411.9947279870206,569.5516365386017,691.9709452290293,941.1953736919925
2026-05-18,17.528674312758014,23.126917971999127,27.528550151431865,39.05915541480135,49.25930428413096,71.80566979460833,281.5376337185649,374.06151679258824,439.31546793591735,609.6214933372771,739.6309222385843,1013.2954816391524
2026-05-19,18.819846768953923,24.909189707307178,29.83759171939909,42.57155738756706,53.71050957783389,78.90216303875565,301.6338827673126,400.3500853290886,471.68045917700067,649.9854163536781,792.9751347611472,1088.3730352575797
2026-05-20,20.340928474284446,26.974264429483526,32.30969484013842,46.299930651328005,58.49758133572418,86.97051834140893,324.8507489673324,428.05975893735354,506.9082838984107,694.3581567903034,851.2990141614875,1167.3253012403206
2026-05-21,22.09061708341369,29.098337280300168,35.18370032517212,50.396066359410696,63.86096556286041,94.97954780910199,348.6632821498491,458.5624059271258,544.2920860883602,748.4106579993789,914.1929655329011,1259.9812630183715
2026-05-22,23.840411560661703,31.448704598345763,38.23086091137999,55.12396959293316,69.53803352833684,104.98155094136202,374.80643686619,491.41801317842567,582.5753419042994,801.6702735479034,983.5073653908034,1360.366445490222
2026-05-23,25.9180612886145,34.05197843654535,41.45758788756925,59.985191172093394,76.11374615408631,116.44869638860821,402.2300205299815,528.524476316149,628.6266087943172,861.3791341574056,1057.2292346467316,1466.3842053403027
2026-05-24,27.973540484457533,36.812343593602854,44.718253264498976,65.33637006834144,83.2140769013124,127.63369880395256,432.4913945298465,567.5353866135,675.1266420130207,926.2681024750209,1136.4897712610646,1597.8766458317955
2026-05-25,30.16834454841847,39.83473032174468,48.58109158550792,71.60746876293884,91.7050849687631,139.1239897390344,462.79902720756075,611.4194729629711,725.1576046601184,994.5808867108076,1224.6275017446646,1735.8540421803846
2026-05-26,32.55637027699964,43.14410053150397,52.89118611828739,77.64295949451233,100.26244466638447,151.21853088443203,498.7055139794494,657.9577144161339,776.0821831023796,1071.6856913061729,1321.3513558750706,1889.2208654851731
2026-05-27,35.073105912525875,46.67961696100751,57.319387437749164,84.1955471878218,108.89579461445342,166.02646677724334,536.9249817537267,704.4787317770648,838.6378373337179,1154.9702215112916,1432.876014219774,2054.043819497868
2026-05-28,37.883394670223915,50.60559992343078,62.08627955940301,91.53382886276115,118.11830037121122,182.098442878452,576.6919087927132,756.2311813535339,901.2348688656414,1245.8629463063467,1536.422579619619,2227.3417430223235
2026-05-29,41.051399637471164,54.71044582910827,67.03069810276641,99.18343897917693,128.04964860975537,197.12116136844406,616.8124179694208,811.7235213497729,972.1603014829975,1346.7660953871841,1669.2667439946588,2437.8271909214864
2026-05-30,44.32200118682698,59.09522763405332,72.22672806894352,107.5057054509283,138.89043680733732,214.74578591637692,670.1624583578325,869.792919212862,1050.1658293250516,1457.2635807032175,1803.4423600180505,2629.12488399833
2026-05-31,47.530935910705175,63.8323717299575,77.92513197268418,116.52752703080972,150.76653328835795,233.07029316919304,724.7082278886622,934.8207479007739,1123.620080158924,1576.0635628216598,1941.2907416589478,2838.939899134076
2026-06-01,51.185033637831566,69.00154481110789,84.05205561691007,126.12492341001243,162.84411482294362,255.0677806238785,776.7630677428815,1003.7405754852232,1206.9129985013174,1699.7229677588527,2111.7107897713254,3110.685351129486
2026-06-02,54.95637524787068,74.04961603196057,90.68052652791718,136.50287907473714,176.6837644453668,277.0755000022808,836.2354568704823,1077.1467070923693,1298.940390889981,1834.0094787291255,2283.755246793906,3388.4248101645985
2026-06-03,59.0341667292617,79.73937715815387,97.40547545728707,147.07465658193632,191.1223681967038,297.98612855857624,904.7851323446957,1163.0075420467474,1392.670526195584,1981.3536366895835,2472.429323763368,3680.5251019658426
2026-06-04,62.672792562908896,85.38969761762456,105.27721164066529,158.29380096850116,206.62313600570545,318.60554519764554,973.4869320918986,1245.4145701617092,1500.389161798828,2129.50205062585,2689.0485861535453,4024.787441176193
2026-06-05,66.56438047919897,91.48167792090513,113.09923740640892,170.3167675912584,222.5132350642382,348.24481134847366,1044.481677566296,1341.2021170145804,1613.4367965786037,2300.3318955004274,2910.59834599408,4362.242247106035
2026-06-06,71.44686670769664,98.14314750616467,121.52334949413302,182.75970432862277,240.6245912862677,373.6578641086788,1121.0159472060539,1443.8281481187348,1739.3809524951153,2485.2086706193318,3145.816929107761,4743.363798737261
2026-06-07,76.61644447276826,105.09061206399733,130.28251865368225,196.51805314400627,258.53781929123863,393.79894050428265,1203.356046265882,1546.916392014718,1875.8379442850069,2681.7692920523314,3398.560350933395,5146.629579936425
2026-06-08,81.15247935310607,112.36350117738498,139.75470074827837,210.30270773091524,279.10430140256125,425.110625733962,1289.0991315218894,1658.9546402857109,2014.5969422408798,2891.099860798166,3691.7210422391863,5567.590453818837
2026-06-09,86.97056205973246,120.20143109109317,150.39740935323323,226.8661649774528,300.61715187348943,454.568217819842,1379.9650267857637,1783.924858384142,2164.527041864704,3115.7808577805426,3964.790993465264,6043.138213387086
2026-06-10,92.86632785609595,128.05761073701706,160.75710886815943,243.06990945897508,326.2728952314634,487.8605409726829,1476.0230276676941,1916.6072966750498,2333.875249089907,3355.9610534427866,4298.985100180439,6498.322024647365
2026-06-11,98.55722069969738,136.85212812352611,173.0481311286761,261.37962754884876,351.3056546333241,526.908213280437,1580.9603385232053,2055.688798868414,2503.691646988648,3622.4352005602846,4667.2496188353625,7031.067665051594
2026-06-12,103.89513232236511,146.61484163122515,185.06734873823865,280.7274838676278,376.86481727735406,573.9298184845841,1693.4552295802282,2203.640918548409,2676.7783224069954,3895.434178978272,5041.727291427561,7615.663657542704
2026-06-13,110.37426872762612,156.19594957774945,196.976696079901,302.91715472817657,403.3171225344049,625.7270505806928,1819.6898643210486,2379.744967685736,2879.9989361889307,4208.652183375064,5455.879624723702,8228.457120890394
2026-06-14,116.7807118545858,166.8597004430325,209.90009471425782,324.5724807944538,432.21419739637565,682.0195600780451,1939.1831127225569,2540.4432658205496,3092.1823337987717,4538.322011747359,5869.7411870182195,8993.0980451985
